orth,phon,syllables
america,"['AH0', 'M', 'EH1', 'R', 'AH0', 'K', 'AH0']",4
ankles,"['AE1', 'NG', 'K', 'AH0', 'L', 'Z']",2
annas,"['AE1', 'N', 'AH0', 'Z']",2
antonio,"['AE0', 'N', 'T', 'OW1', 'N', 'IY0', 'OW0']",4
anybody,"['EH1', 'N', 'IY0', 'B', 'AH0', 'D', 'IY0']",4
aphids,"['AE1', 'F', 'IH0', 'D', 'Z']",2
arabella,"['AE2', 'R', 'AH0', 'B', 'EH1', 'L', 'AH0']",4
armchair,"['AA1', 'R', 'M', 'CH', 'EH2', 'R']",2
art,"['AA1', 'R', 'T']",1
beard,"['B', 'IH1', 'R', 'D']",1
beaver,"['B', 'IY1', 'V', 'ER0']",2
bends,"['B', 'EH1', 'N', 'D', 'Z']",1
bens,"['B', 'EH1', 'N', 'Z']",1
boil,"['B', 'OY1', 'L']",1
bored,"['B', 'AO1', 'R', 'D']",1
bowed,"['B', 'AW1', 'D']",1
bowls,"['B', 'OW1', 'L', 'Z']",1
brand,"['B', 'R', 'AE1', 'N', 'D']",1
breaks,"['B', 'R', 'EY1', 'K', 'S']",1
bridges,"['B', 'R', 'IH1', 'JH', 'AH0', 'Z']",2
brightly,"['B', 'R', 'AY1', 'T', 'L', 'IY0']",2
bringing,"['B', 'R', 'IH1', 'NG', 'IH0', 'NG']",2
bubble,"['B', 'AH1', 'B', 'AH0', 'L']",2
bug,"['B', 'AH1', 'G']",1
bun,"['B', 'AH1', 'N']",1
butt,"['B', 'AH1', 'T']",1
camels,"['K', 'AE1', 'M', 'AH0', 'L', 'Z']",2
camper,"['K', 'AE1', 'M', 'P', 'ER0']",2
carle,"['K', 'AA1', 'R', 'AH0', 'L']",2
catnip,"['K', 'AE1', 'T', 'N', 'IH0', 'P']",2
cha,"['CH', 'AA1']",1
changing,"['CH', 'EY1', 'N', 'JH', 'IH0', 'NG']",2
check,"['CH', 'EH1', 'K']",1
cheeks,"['CH', 'IY1', 'K', 'S']",1
cheeky,"['CH', 'IY1', 'K', 'IY0']",2
chomp,"['CH', 'AA1', 'M', 'P']",1
clearing,"['K', 'L', 'IH1', 'R', 'IH0', 'NG']",2
climber,"['K', 'L', 'AY1', 'M', 'ER0']",2
cooked,"['K', 'UH1', 'K', 'T']",1
cork,"['K', 'AO1', 'R', 'K']",1
costumes,"['K', 'AA0', 'S', 'T', 'UW1', 'M', 'Z']",2
coughed,"['K', 'AO1', 'F', 'T']",1
cousins,"['K', 'AH1', 'Z', 'AH0', 'N', 'Z']",2
cracked,"['K', 'R', 'AE1', 'K', 'T']",1
cranes,"['K', 'R', 'EY1', 'N', 'Z']",1
creak,"['K', 'R', 'IY1', 'K']",1
cricket,"['K', 'R', 'IH1', 'K', 'AH0', 'T']",2
crisp,"['K', 'R', 'IH1', 'S', 'P']",1
crossed,"['K', 'R', 'AO1', 'S', 'T']",1
crowded,"['K', 'R', 'AW1', 'D', 'AH0', 'D']",2
cupboard,"['K', 'AH1', 'B', 'ER0', 'D']",2
curls,"['K', 'ER1', 'L', 'Z']",1
dawson,"['D', 'AO1', 'S', 'AH0', 'N']",2
deal,"['D', 'IY1', 'L']",1
decker,"['D', 'EH1', 'K', 'ER0']",2
deeds,"['D', 'IY1', 'D', 'Z']",1
delight,"['D', 'IH0', 'L', 'AY1', 'T']",2
dessert,"['D', 'IH0', 'Z', 'ER1', 'T']",2
diamonds,"['D', 'AY1', 'M', 'AH0', 'N', 'D', 'Z']",2
digger,"['D', 'IH1', 'G', 'ER0']",2
disturb,"['D', 'IH0', 'S', 'T', 'ER1', 'B']",2
ditch,"['D', 'IH1', 'CH']",1
dome,"['D', 'OW1', 'M']",1
doth,"['D', 'AO1', 'TH']",1
dragged,"['D', 'R', 'AE1', 'G', 'D']",1
drawing,"['D', 'R', 'AO1', 'IH0', 'NG']",2
dried,"['D', 'R', 'AY1', 'D']",1
dumped,"['D', 'AH1', 'M', 'P', 'T']",1
dumpling,"['D', 'AH1', 'M', 'P', 'L', 'IH0', 'NG']",2
duty,"['D', 'UW1', 'T', 'IY0']",2
eddie,"['EH1', 'D', 'IY0']",2
eighteen,"['EY0', 'T', 'IY1', 'N']",2
english,"['IH1', 'NG', 'G', 'L', 'IH0', 'SH']",2
eve,"['IY1', 'V']",1
fairly,"['F', 'EH1', 'R', 'L', 'IY0']",2
famous,"['F', 'EY1', 'M', 'AH0', 'S']",2
feelings,"['F', 'IY1', 'L', 'IH0', 'NG', 'Z']",2
flamingo,"['F', 'L', 'AH0', 'M', 'IH1', 'NG', 'G', 'OW0']",3
flies,"['F', 'L', 'AY1', 'Z']",1
flour,"['F', 'L', 'AW1', 'ER0']",2
forehead,"['F', 'AO1', 'R', 'HH', 'EH0', 'D']",2
forests,"['F', 'AO1', 'R', 'AH0', 'S', 'T', 'S']",2
form,"['F', 'AO1', 'R', 'M']",1
forty,"['F', 'AO1', 'R', 'T', 'IY0']",2
fourth,"['F', 'AO1', 'R', 'TH']",1
foxes,"['F', 'AA1', 'K', 'S', 'AH0', 'Z']",2
foxy,"['F', 'AA1', 'K', 'S', 'IY0']",2
francine,"['F', 'R', 'AE0', 'N', 'S', 'IY1', 'N']",2
freeze,"['F', 'R', 'IY1', 'Z']",1
fried,"['F', 'R', 'AY1', 'D']",1
furious,"['F', 'Y', 'UH1', 'R', 'IY0', 'AH0', 'S']",3
gardener,"['G', 'AA1', 'R', 'D', 'AH0', 'N', 'ER0']",3
gardens,"['G', 'AA1', 'R', 'D', 'AH0', 'N', 'Z']",2
genius,"['JH', 'IY1', 'N', 'Y', 'AH0', 'S']",2
gigantic,"['JH', 'AY0', 'G', 'AE1', 'N', 'T', 'IH0', 'K']",3
glance,"['G', 'L', 'AE1', 'N', 'S']",1
gooey,"['G', 'UW1', 'IY0']",2
gorilla,"['G', 'ER0', 'IH1', 'L', 'AH0']",3
gotten,"['G', 'AA1', 'T', 'AH0', 'N']",2
grain,"['G', 'R', 'EY1', 'N']",1
grand,"['G', 'R', 'AE1', 'N', 'D']",1
grassy,"['G', 'R', 'AE1', 'S', 'IY0']",2
grin,"['G', 'R', 'IH1', 'N']",1
guest,"['G', 'EH1', 'S', 'T']",1
gulped,"['G', 'AH1', 'L', 'P', 'T']",1
hairy,"['HH', 'EH1', 'R', 'IY0']",2
hark,"['HH', 'AA1', 'R', 'K']",1
harriet,"['HH', 'EH1', 'R', 'IY0', 'AH0', 'T']",3
hedgehog,"['HH', 'EH1', 'JH', 'HH', 'AA2', 'G']",2
heron,"['HH', 'EH1', 'R', 'AH0', 'N']",2
hides,"['HH', 'AY1', 'D', 'Z']",1
hiding,"['HH', 'AY1', 'D', 'IH0', 'NG']",2
highest,"['HH', 'AY1', 'AH0', 'S', 'T']",2
highways,"['HH', 'AY1', 'W', 'EY2', 'Z']",2
hoot,"['HH', 'UW1', 'T']",1
hops,"['HH', 'AA1', 'P', 'S']",1
huh,"['HH', 'AH1']",1
humming,"['HH', 'AH1', 'M', 'IH0', 'NG']",2
hunted,"['HH', 'AH1', 'N', 'T', 'AH0', 'D']",2
hunter,"['HH', 'AH1', 'N', 'T', 'ER0']",2
hunting,"['HH', 'AH1', 'N', 'T', 'IH0', 'NG']",2
husband,"['HH', 'AH1', 'Z', 'B', 'AH0', 'N', 'D']",2
ideas,"['AY0', 'D', 'IY1', 'AH0', 'Z']",3
insisted,"['IH0', 'N', 'S', 'IH1', 'S', 'T', 'AH0', 'D']",3
jealous,"['JH', 'EH1', 'L', 'AH0', 'S']",2
jet,"['JH', 'EH1', 'T']",1
joke,"['JH', 'OW1', 'K']",1
journey,"['JH', 'ER1', 'N', 'IY0']",2
katie,"['K', 'EY1', 'T', 'IY0']",2
kettle,"['K', 'EH1', 'T', 'AH0', 'L']",2
kits,"['K', 'IH1', 'T', 'S']",1
lake,"['L', 'EY1', 'K']",1
lamp,"['L', 'AE1', 'M', 'P']",1
larger,"['L', 'AA1', 'R', 'JH', 'ER0']",2
laundry,"['L', 'AO1', 'N', 'D', 'R', 'IY0']",2
lend,"['L', 'EH1', 'N', 'D']",1
leo,"['L', 'IY1', 'OW0']",2
lesson,"['L', 'EH1', 'S', 'AH0', 'N']",2
licked,"['L', 'IH1', 'K', 'T']",1
lined,"['L', 'AY1', 'N', 'D']",1
lit,"['L', 'IH1', 'T']",1
loaded,"['L', 'OW1', 'D', 'AH0', 'D']",2
lump,"['L', 'AH1', 'M', 'P']",1
magician,"['M', 'AH0', 'JH', 'IH1', 'SH', 'AH0', 'N']",3
maiden,"['M', 'EY1', 'D', 'AH0', 'N']",2
marshall,"['M', 'AA1', 'R', 'SH', 'AH0', 'L']",2
measured,"['M', 'EH1', 'ZH', 'ER0', 'D']",2
member,"['M', 'EH1', 'M', 'B', 'ER0']",2
merrily,"['M', 'EH1', 'R', 'AH0', 'L', 'IY0']",3
midnight,"['M', 'IH1', 'D', 'N', 'AY2', 'T']",2
milked,"['M', 'IH1', 'L', 'K', 'T']",1
mistake,"['M', 'IH0', 'S', 'T', 'EY1', 'K']",2
mit,"['EH1', 'M', 'AY1', 'T', 'IY1']",3
mmmm,"['M', 'M']",0
months,"['M', 'AH1', 'N', 'TH', 'S']",1
mood,"['M', 'UW1', 'D']",1
mornings,"['M', 'AO1', 'R', 'N', 'IH0', 'NG', 'Z']",2
mouthful,"['M', 'AW1', 'TH', 'F', 'UH2', 'L']",2
mulberry,"['M', 'AH1', 'L', 'B', 'EH2', 'R', 'IY0']",3
necks,"['N', 'EH1', 'K', 'S']",1
ned,"['N', 'EH1', 'D']",1
neighbor,"['N', 'EY1', 'B', 'ER0']",2
nibble,"['N', 'IH1', 'B', 'AH0', 'L']",2
ninety,"['N', 'AY1', 'N', 'T', 'IY0']",2
noah,"['N', 'OW1', 'AH0']",2
noh,"['N', 'OW1']",1
noodles,"['N', 'UW1', 'D', 'AH0', 'L', 'Z']",2
nook,"['N', 'UH1', 'K']",1
november,"['N', 'OW0', 'V', 'EH1', 'M', 'B', 'ER0']",3
oats,"['OW1', 'T', 'S']",1
oranges,"['AO1', 'R', 'AH0', 'N', 'JH', 'AH0', 'Z']",3
ordered,"['AO1', 'R', 'D', 'ER0', 'D']",2
package,"['P', 'AE1', 'K', 'AH0', 'JH']",2
painted,"['P', 'EY1', 'N', 'T', 'AH0', 'D']",2
paints,"['P', 'EY1', 'N', 'T', 'S']",1
pairs,"['P', 'EH1', 'R', 'Z']",1
parrot,"['P', 'EH1', 'R', 'AH0', 'T']",2
patted,"['P', 'AE1', 'T', 'AH0', 'D']",2
peanuts,"['P', 'IY1', 'N', 'AH0', 'T', 'S']",2
peck,"['P', 'EH1', 'K']",1
pepper,"['P', 'EH1', 'P', 'ER0']",2
pets,"['P', 'EH1', 'T', 'S']",1
pine,"['P', 'AY1', 'N']",1
pins,"['P', 'IH1', 'N', 'Z']",1
pits,"['P', 'IH1', 'T', 'S']",1
pitt,"['P', 'IH1', 'T']",1
pizza,"['P', 'IY1', 'T', 'S', 'AH0']",2
pockets,"['P', 'AA1', 'K', 'AH0', 'T', 'S']",2
possibly,"['P', 'AA1', 'S', 'AH0', 'B', 'L', 'IY0']",3
pouch,"['P', 'AW1', 'CH']",1
pouring,"['P', 'AO1', 'R', 'IH0', 'NG']",2
prairie,"['P', 'R', 'EH1', 'R', 'IY0']",2
prayers,"['P', 'R', 'EH1', 'R', 'Z']",1
press,"['P', 'R', 'EH1', 'S']",1
private,"['P', 'R', 'AY1', 'V', 'AH0', 'T']",2
pumpkin,"['P', 'AH1', 'M', 'P', 'K', 'IH0', 'N']",2
pushkin,"['P', 'UH1', 'SH', 'K', 'IH0', 'N']",2
puts,"['P', 'UH1', 'T', 'S']",1
quarter,"['K', 'W', 'AO1', 'R', 'T', 'ER0']",2
reindeer,"['R', 'EY1', 'N', 'D', 'IH2', 'R']",2
reminded,"['R', 'IY0', 'M', 'AY1', 'N', 'D', 'AH0', 'D']",3
rhyme,"['R', 'AY1', 'M']",1
roadster,"['R', 'OW1', 'D', 'S', 'T', 'ER0']",2
robot,"['R', 'OW1', 'B', 'AA2', 'T']",2
ronald,"['R', 'AA1', 'N', 'AH0', 'L', 'D']",2
rosebush,"['R', 'OW1', 'Z', 'B', 'UH2', 'SH']",2
roses,"['R', 'OW1', 'Z', 'IH0', 'Z']",2
ruler,"['R', 'UW1', 'L', 'ER0']",2
sandra,"['S', 'AE1', 'N', 'D', 'R', 'AH0']",2
search,"['S', 'ER1', 'CH']",1
sense,"['S', 'EH1', 'N', 'S']",1
several,"['S', 'EH1', 'V', 'R', 'AH0', 'L']",2
shadows,"['SH', 'AE1', 'D', 'OW2', 'Z']",2
shape,"['SH', 'EY1', 'P']",1
shaped,"['SH', 'EY1', 'P', 'T']",1
sharing,"['SH', 'EH1', 'R', 'IH0', 'NG']",2
shine,"['SH', 'AY1', 'N']",1
shone,"['SH', 'OW1', 'N']",1
shows,"['SH', 'OW1', 'Z']",1
sides,"['S', 'AY1', 'D', 'Z']",1
skipping,"['S', 'K', 'IH1', 'P', 'IH0', 'NG']",2
smaller,"['S', 'M', 'AO1', 'L', 'ER0']",2
smoking,"['S', 'M', 'OW1', 'K', 'IH0', 'NG']",2
snakes,"['S', 'N', 'EY1', 'K', 'S']",1
snooks,"['S', 'N', 'UH1', 'K', 'S']",1
snorting,"['S', 'N', 'AO1', 'R', 'T', 'IH0', 'NG']",2
snowball,"['S', 'N', 'OW1', 'B', 'AO2', 'L']",2
snowy,"['S', 'N', 'OW1', 'IY0']",2
snuff,"['S', 'N', 'AH1', 'F']",1
snug,"['S', 'N', 'AH1', 'G']",1
soccer,"['S', 'AA1', 'K', 'ER0']",2
somehow,"['S', 'AH1', 'M', 'HH', 'AW2']",2
sorts,"['S', 'AO1', 'R', 'T', 'S']",1
sour,"['S', 'AW1', 'ER0']",2
speaks,"['S', 'P', 'IY1', 'K', 'S']",1
spend,"['S', 'P', 'EH1', 'N', 'D']",1
spit,"['S', 'P', 'IH1', 'T']",1
sport,"['S', 'P', 'AO1', 'R', 'T']",1
squashed,"['S', 'K', 'W', 'AA1', 'SH', 'T']",1
squeezed,"['S', 'K', 'W', 'IY1', 'Z', 'D']",1
squelch,"['S', 'K', 'W', 'EH1', 'L', 'CH']",1
stacks,"['S', 'T', 'AE1', 'K', 'S']",1
state,"['S', 'T', 'EY1', 'T']",1
steak,"['S', 'T', 'EY1', 'K']",1
steaming,"['S', 'T', 'IY1', 'M', 'IH0', 'NG']",2
sticky,"['S', 'T', 'IH1', 'K', 'IY0']",2
strength,"['S', 'T', 'R', 'EH1', 'NG', 'K', 'TH']",1
strike,"['S', 'T', 'R', 'AY1', 'K']",1
student,"['S', 'T', 'UW1', 'D', 'AH0', 'N', 'T']",2
stuffed,"['S', 'T', 'AH1', 'F', 'T']",1
suits,"['S', 'UW1', 'T', 'S']",1
sunshine,"['S', 'AH1', 'N', 'SH', 'AY2', 'N']",2
suppose,"['S', 'AH0', 'P', 'OW1', 'Z']",2
surgeon,"['S', 'ER1', 'JH', 'AH0', 'N']",2
sweep,"['S', 'W', 'IY1', 'P']",1
sword,"['S', 'AO1', 'R', 'D']",1
tailors,"['T', 'EY1', 'L', 'ER0', 'Z']",2
tarts,"['T', 'AA1', 'R', 'T', 'S']",1
tattered,"['T', 'AE1', 'T', 'ER0', 'D']",2
test,"['T', 'EH1', 'S', 'T']",1
thirsty,"['TH', 'ER1', 'S', 'T', 'IY0']",2
tires,"['T', 'AY1', 'ER0', 'Z']",2
toll,"['T', 'OW1', 'L']",1
tomatoes,"['T', 'AH0', 'M', 'EY1', 'T', 'OW0', 'Z']",3
tongues,"['T', 'AH1', 'NG', 'Z']",1
tower,"['T', 'AW1', 'ER0']",2
travel,"['T', 'R', 'AE1', 'V', 'AH0', 'L']",2
treasure,"['T', 'R', 'EH1', 'ZH', 'ER0']",2
tug,"['T', 'AH1', 'G']",1
tunnel,"['T', 'AH1', 'N', 'AH0', 'L']",2
twitched,"['T', 'W', 'IH1', 'CH', 'T']",1
uncles,"['AH1', 'NG', 'K', 'AH0', 'L', 'Z']",2
ups,"['AH1', 'P', 'S']",1
visited,"['V', 'IH1', 'Z', 'AH0', 'T', 'AH0', 'D']",3
vroom,"['V', 'R', 'UW1', 'M']",1
waddle,"['W', 'AA1', 'D', 'AH0', 'L']",2
wakes,"['W', 'EY1', 'K', 'S']",1
wander,"['W', 'AA1', 'N', 'D', 'ER0']",2
warn,"['W', 'AO1', 'R', 'N']",1
whack,"['W', 'AE1', 'K']",1
whipped,"['W', 'IH1', 'P', 'T']",1
whither,"['W', 'IH1', 'DH', 'ER0']",2
whoa,"['W', 'OW1']",1
whoever,"['HH', 'UW0', 'EH1', 'V', 'ER0']",3
wig,"['W', 'IH1', 'G']",1
wildly,"['W', 'AY1', 'L', 'D', 'L', 'IY0']",2
wink,"['W', 'IH1', 'NG', 'K']",1
wipe,"['W', 'AY1', 'P']",1
works,"['W', 'ER1', 'K', 'S']",1
worth,"['W', 'ER1', 'TH']",1
wound,"['W', 'AW1', 'N', 'D']",1
yards,"['Y', 'AA1', 'R', 'D', 'Z']",1
yawn,"['Y', 'AO1', 'N']",1
yawned,"['Y', 'AO1', 'N', 'D']",1
yep,"['Y', 'EH1', 'P']",1
yuck,"['Y', 'AH1', 'K']",1
yum,"['Y', 'AH1', 'M']",1
adopt,"['AH0', 'D', 'AA1', 'P', 'T']",2
advice,"['AE0', 'D', 'V', 'AY1', 'S']",2
africa,"['AE1', 'F', 'R', 'AH0', 'K', 'AH0']",3
alas,"['AH0', 'L', 'AE1', 'S']",2
alike,"['AH0', 'L', 'AY1', 'K']",2
aloud,"['AH0', 'L', 'AW1', 'D']",2
angus,"['AE1', 'NG', 'G', 'AH0', 'S']",2
ankle,"['AE1', 'NG', 'K', 'AH0', 'L']",2
army,"['AA1', 'R', 'M', 'IY0']",2
arranged,"['ER0', 'EY1', 'N', 'JH', 'D']",2
arriving,"['ER0', 'AY1', 'V', 'IH0', 'NG']",3
author,"['AO1', 'TH', 'ER0']",2
babushka,"['B', 'AH0', 'B', 'UH1', 'SH', 'K', 'AH0']",3
backed,"['B', 'AE1', 'K', 'T']",1
bade,"['B', 'EY1', 'D']",1
badger,"['B', 'AE1', 'JH', 'ER0']",2
badly,"['B', 'AE1', 'D', 'L', 'IY0']",2
bags,"['B', 'AE1', 'G', 'Z']",1
bananas,"['B', 'AH0', 'N', 'AE1', 'N', 'AH0', 'Z']",3
bare,"['B', 'EH1', 'R']",1
barked,"['B', 'AA1', 'R', 'K', 'T']",1
barnyard,"['B', 'AA1', 'R', 'N', 'Y', 'AA2', 'R', 'D']",2
base,"['B', 'EY1', 'S']",1
bash,"['B', 'AE1', 'SH']",1
bathtub,"['B', 'AE1', 'TH', 'T', 'AH0', 'B']",2
bay,"['B', 'EY1']",1
beast,"['B', 'IY1', 'S', 'T']",1
beauty,"['B', 'Y', 'UW1', 'T', 'IY0']",2
begun,"['B', 'IH0', 'G', 'AH1', 'N']",2
bellowed,"['B', 'EH1', 'L', 'OW0', 'D']",2
benjamin,"['B', 'EH1', 'N', 'JH', 'AH0', 'M', 'AH0', 'N']",3
blah,"['B', 'L', 'AA1']",1
blinked,"['B', 'L', 'IH1', 'NG', 'K', 'T']",1
blood,"['B', 'L', 'AH1', 'D']",1
boats,"['B', 'OW1', 'T', 'S']",1
bonk,"['B', 'AA1', 'NG', 'K']",1
boo,"['B', 'UW1']",1
bore,"['B', 'AO1', 'R']",1
borrow,"['B', 'AA1', 'R', 'OW2']",2
bottles,"['B', 'AA1', 'T', 'AH0', 'L', 'Z']",2
bottomed,"['B', 'AA1', 'T', 'AH0', 'M', 'D']",2
bouncing,"['B', 'AW1', 'N', 'S', 'IH0', 'NG']",2
bouquet,"['B', 'UW0', 'K', 'EY1']",2
bowling,"['B', 'OW1', 'L', 'IH0', 'NG']",2
bray,"['B', 'R', 'EY1']",1
breaded,"['B', 'R', 'EH1', 'D', 'IH0', 'D']",2
bride,"['B', 'R', 'AY1', 'D']",1
broccoli,"['B', 'R', 'AA1', 'K', 'AH0', 'L', 'IY0']",3
burp,"['B', 'ER1', 'P']",1
buying,"['B', 'AY1', 'IH0', 'NG']",2
cab,"['K', 'AE1', 'B']",1
cadet,"['K', 'AH0', 'D', 'EH1', 'T']",2
calm,"['K', 'AA1', 'M']",1
camp,"['K', 'AE1', 'M', 'P']",1
canter,"['K', 'AE1', 'N', 'T', 'ER0']",2
cape,"['K', 'EY1', 'P']",1
card,"['K', 'AA1', 'R', 'D']",1
cards,"['K', 'AA1', 'R', 'D', 'Z']",1
carrier,"['K', 'AE1', 'R', 'IY0', 'ER0']",3
carton,"['K', 'AA1', 'R', 'T', 'AH0', 'N']",2
caw,"['K', 'AO1']",1
chalk,"['CH', 'AA1', 'K']",1
chances,"['CH', 'AE1', 'N', 'S', 'AH0', 'Z']",2
chased,"['CH', 'EY1', 'S', 'T']",1
chases,"['CH', 'EY1', 'S', 'AH0', 'Z']",2
cheers,"['CH', 'IH1', 'R', 'Z']",1
chester,"['CH', 'EH1', 'S', 'T', 'ER0']",2
chewing,"['CH', 'UW1', 'IH0', 'NG']",2
chills,"['CH', 'IH1', 'L', 'Z']",1
chimney,"['CH', 'IH1', 'M', 'N', 'IY0']",2
chopper,"['CH', 'AA1', 'P', 'ER0']",2
chose,"['CH', 'OW1', 'Z']",1
cities,"['S', 'IH1', 'T', 'IY0', 'Z']",2
clearly,"['K', 'L', 'IH1', 'R', 'L', 'IY0']",2
clerk,"['K', 'L', 'ER1', 'K']",1
clump,"['K', 'L', 'AH1', 'M', 'P']",1
coach,"['K', 'OW1', 'CH']",1
coin,"['K', 'OY1', 'N']",1
command,"['K', 'AH0', 'M', 'AE1', 'N', 'D']",2
confused,"['K', 'AH0', 'N', 'F', 'Y', 'UW1', 'Z', 'D']",2
contents,"['K', 'AA1', 'N', 'T', 'EH0', 'N', 'T', 'S']",2
continue,"['K', 'AH0', 'N', 'T', 'IH1', 'N', 'Y', 'UW0']",3
cookies,"['K', 'UH1', 'K', 'IY0', 'Z']",2
coupled,"['K', 'AH1', 'P', 'AH0', 'L', 'D']",2
courage,"['K', 'ER1', 'AH0', 'JH']",2
cradle,"['K', 'R', 'EY1', 'D', 'AH0', 'L']",2
croak,"['K', 'R', 'OW1', 'K']",1
crusoe,"['K', 'R', 'UW1', 'S', 'OW0']",2
cubs,"['K', 'AH1', 'B', 'Z']",1
cupcake,"['K', 'AH1', 'P', 'K', 'EY2', 'K']",2
cyril,"['S', 'IH1', 'R', 'AH0', 'L']",2
dainty,"['D', 'EY1', 'N', 'T', 'IY0']",2
damp,"['D', 'AE1', 'M', 'P']",1
darkness,"['D', 'AA1', 'R', 'K', 'N', 'AH0', 'S']",2
dawn,"['D', 'AO1', 'N']",1
desert,"['D', 'EH1', 'Z', 'ER0', 'T']",2
dive,"['D', 'AY1', 'V']",1
dough,"['D', 'OW1']",1
dove,"['D', 'AH1', 'V']",1
drawn,"['D', 'R', 'AO1', 'N']",1
drinking,"['D', 'R', 'IH1', 'NG', 'K', 'IH0', 'NG']",2
drowned,"['D', 'R', 'AW1', 'N', 'D']",1
drums,"['D', 'R', 'AH1', 'M', 'Z']",1
dumb,"['D', 'AH1', 'M']",1
dumper,"['D', 'AH1', 'M', 'P', 'ER0']",2
dumpty,"['D', 'AH1', 'M', 'P', 'T', 'IY0']",2
dusted,"['D', 'AH1', 'S', 'T', 'IH0', 'D']",2
dusting,"['D', 'AH1', 'S', 'T', 'IH0', 'NG']",2
elbow,"['EH1', 'L', 'B', 'OW2']",2
elf,"['EH1', 'L', 'F']",1
ellen,"['EH1', 'L', 'AH0', 'N']",2
envelope,"['EH1', 'N', 'V', 'AH0', 'L', 'OW2', 'P']",3
errand,"['EH1', 'R', 'AH0', 'N', 'D']",2
evil,"['IY1', 'V', 'AH0', 'L']",2
expect,"['IH0', 'K', 'S', 'P', 'EH1', 'K', 'T']",2
experts,"['EH1', 'K', 'S', 'P', 'ER0', 'T', 'S']",2
faced,"['F', 'EY1', 'S', 'T']",1
factory,"['F', 'AE1', 'K', 'T', 'ER0', 'IY0']",3
farmers,"['F', 'AA1', 'R', 'M', 'ER0', 'Z']",2
fastened,"['F', 'AE1', 'S', 'AH0', 'N', 'D']",2
fastest,"['F', 'AE1', 'S', 'T', 'AH0', 'S', 'T']",2
feather,"['F', 'EH1', 'DH', 'ER0']",2
feeds,"['F', 'IY1', 'D', 'Z']",1
festoon,"['F', 'EH2', 'S', 'T', 'UW1', 'N']",2
fiddlers,"['F', 'IH1', 'D', 'AH0', 'L', 'ER0', 'Z']",3
fierce,"['F', 'IH1', 'R', 'S']",1
fighting,"['F', 'AY1', 'T', 'IH0', 'NG']",2
fights,"['F', 'AY1', 'T', 'S']",1
figure,"['F', 'IH1', 'G', 'Y', 'ER0']",2
finest,"['F', 'AY1', 'N', 'AH0', 'S', 'T']",2
fires,"['F', 'AY1', 'ER0', 'Z']",2
fishes,"['F', 'IH1', 'SH', 'AH0', 'Z']",2
fits,"['F', 'IH1', 'T', 'S']",1
fixed,"['F', 'IH1', 'K', 'S', 'T']",1
fixing,"['F', 'IH1', 'K', 'S', 'IH0', 'NG']",2
flapping,"['F', 'L', 'AE1', 'P', 'IH0', 'NG']",2
fled,"['F', 'L', 'EH1', 'D']",1
floating,"['F', 'L', 'OW1', 'T', 'IH0', 'NG']",2
floors,"['F', 'L', 'AO1', 'R', 'Z']",1
fluff,"['F', 'L', 'AH1', 'F']",1
flung,"['F', 'L', 'AH1', 'NG']",1
flutter,"['F', 'L', 'AH1', 'T', 'ER0']",2
fog,"['F', 'AA1', 'G']",1
football,"['F', 'UH1', 'T', 'B', 'AO2', 'L']",2
forgive,"['F', 'ER0', 'G', 'IH1', 'V']",2
fork,"['F', 'AO1', 'R', 'K']",1
forwards,"['F', 'AO1', 'R', 'W', 'ER0', 'D', 'Z']",2
fret,"['F', 'R', 'EH1', 'T']",1
fright,"['F', 'R', 'AY1', 'T']",1
frost,"['F', 'R', 'AO1', 'S', 'T']",1
frowned,"['F', 'R', 'AW1', 'N', 'D']",1
frozen,"['F', 'R', 'OW1', 'Z', 'AH0', 'N']",2
further,"['F', 'ER1', 'DH', 'ER0']",2
fuss,"['F', 'AH1', 'S']",1
gaily,"['G', 'EY1', 'L', 'IY0']",2
gasoline,"['G', 'AE1', 'S', 'AH0', 'L', 'IY2', 'N']",3
giggles,"['G', 'IH1', 'G', 'AH0', 'L', 'Z']",2
glittery,"['G', 'L', 'IH1', 'T', 'ER0', 'IY0']",3
glove,"['G', 'L', 'AH1', 'V']",1
gorgeous,"['G', 'AO1', 'R', 'JH', 'AH0', 'S']",2
gourd,"['G', 'AO1', 'R', 'D']",1
greatest,"['G', 'R', 'EY1', 'T', 'AH0', 'S', 'T']",2
greatly,"['G', 'R', 'EY1', 'T', 'L', 'IY0']",2
grind,"['G', 'R', 'AY1', 'N', 'D']",1
groat,"['G', 'R', 'OW1', 'T']",1
gun,"['G', 'AH1', 'N']",1
guys,"['G', 'AY1', 'Z']",1
habit,"['HH', 'AE1', 'B', 'AH0', 'T']",2
habits,"['HH', 'AE1', 'B', 'AH0', 'T', 'S']",2
hack,"['HH', 'AE1', 'K']",1
haired,"['HH', 'EH1', 'R', 'D']",1
happens,"['HH', 'AE1', 'P', 'AH0', 'N', 'Z']",2
hated,"['HH', 'EY1', 'T', 'AH0', 'D']",2
healthy,"['HH', 'EH1', 'L', 'TH', 'IY0']",2
heap,"['HH', 'IY1', 'P']",1
hearing,"['HH', 'IY1', 'R', 'IH0', 'NG']",2
heat,"['HH', 'IY1', 'T']",1
heavens,"['HH', 'EH1', 'V', 'AH0', 'N', 'Z']",2
hitch,"['HH', 'IH1', 'CH']",1
hollow,"['HH', 'AA1', 'L', 'OW0']",2
